user_id,username,is_buyer,is_influencer,community_id,betweenness,eigenvector,pagerank,degree,kcore_number,closeness,buyer_influence_count,buyer_influence_frac,followers,lift
2354673501,eunjino24,TRUE,FALSE,3,0.0075553,0.004188027,0.004188027,0.00734435,15,0.399388989,2,0.000619003,,
1975712012,seunga_yu,TRUE,FALSE,3,0.001659013,0.002140909,0.002140909,0.003741504,15,0.34047038,0,0,,
5903756212,yum_0908,TRUE,FALSE,3,0.001658151,0.001908021,0.001908021,0.003352806,15,0.340589537,0,0,,
359927265,0530.hj,TRUE,FALSE,3,0.008759421,0.001447751,0.001447751,0.002689064,15,0.316480597,1,0.000845309,,
1716028038,awesome_kimunni,TRUE,FALSE,3,0.001099538,0.001412482,0.001412482,0.002764076,15,0.350400085,1,0.000822368,,
10720825556,sancheon2,TRUE,FALSE,3,0.004116566,0.001310578,0.001310578,0.002257177,15,0.342829205,1,0.001007049,,
3182282908,eunjin_2331,TRUE,FALSE,3,0.00255085,0.001238154,0.001238154,0.002193531,15,0.321251487,0,0,,
920463182,_s2.ah,TRUE,FALSE,3,0.000846005,0.001152194,0.001152194,0.00195031,15,0.319913819,0,0,,
1902469734,park_merry1119,TRUE,FALSE,3,0.000891761,0.001109635,0.001109635,0.002120792,15,0.336235577,0,0,,
1407384925,ji.ya_,TRUE,FALSE,3,0.000781661,0.001070554,0.001070554,0.001998045,15,0.323064458,1,0.001137656,,
2346482643,jiyeon0907,TRUE,FALSE,3,0.000737986,0.001051999,0.001051999,0.001943491,15,0.350694716,2,0.002339181,,
32781459582,babi10002000,TRUE,FALSE,3,0.003778159,0.001008415,0.001008415,0.001777556,15,0.330151929,0,0,,
1690625420,_taewon__mom,TRUE,FALSE,3,0.001059886,0.001006731,0.001006731,0.002061692,15,0.334119193,3,0.003307607,,
3249518598,uhoo_oom,TRUE,FALSE,3,0.000709331,0.000969173,0.000969173,0.001741186,15,0.323601586,0,0,,
1145011619,sx_xyng,TRUE,FALSE,3,0.000669828,0.000932488,0.000932488,0.001584343,15,0.315420647,1,0.00143472,,
1418413130,melissa_pyo,TRUE,FALSE,3,0.001285926,0.000916794,0.000916794,0.001511604,15,0.301542399,0,0,,
1039913286,sssss_ah,TRUE,FALSE,3,0.003813745,0.00088505,0.00088505,0.001438865,15,0.322279889,0,0,,
1469852037,rimi_83,TRUE,FALSE,3,0.00094355,0.000848309,0.000848309,0.001497966,15,0.333013974,0,0,,
1745562866,y_____k.2,TRUE,FALSE,3,0.00594961,0.000794452,0.000794452,0.001307026,15,0.348309892,0,0,,
1407075387,chan.chae.ho.love,TRUE,FALSE,3,0.00331635,0.000744328,0.000744328,0.00139113,15,0.352813717,0,0,,
336864673,eyuhee,TRUE,FALSE,3,0.000538224,0.000712954,0.000712954,0.001266111,15,0.315557016,0,0,,
1966707769,mihwa0313,TRUE,FALSE,3,0.000464593,0.000706295,0.000706295,0.001266111,15,0.347356753,3,0.005385996,,
2222795020,jy____90,TRUE,FALSE,3,0.000479677,0.000700063,0.000700063,0.001270657,15,0.316514908,0,0,,
1136020353,hyojinmama,TRUE,FALSE,3,0.001049959,0.000694401,0.000694401,0.001122906,15,0.333928115,0,0,,
48277269616,56chill7,TRUE,FALSE,3,0.003761306,0.000689588,0.000689588,0.001131998,15,0.300672864,0,0,,
5395736946,000729p.ej,TRUE,FALSE,3,0.00043524,0.000647427,0.000647427,0.001211556,15,0.315591126,1,0.001876173,,
246981041,jjooiing._.im,TRUE,FALSE,3,0.000372921,0.000620102,0.000620102,0.001211556,15,0.327265274,0,0,,
5819871929,miyoung528,TRUE,FALSE,3,0.001279505,0.000607078,0.000607078,0.001004705,15,0.299470049,1,0.002262443,,
48534491318,jang_sangmyeng,TRUE,FALSE,3,0.000414221,0.000595258,0.000595258,0.001072898,15,0.325296213,0,0,,
1398011922,soon_okz,TRUE,FALSE,3,0.000438701,0.000579764,0.000579764,0.000906962,15,0.309731966,1,0.002506266,,
838945741,lxoxoyg,TRUE,FALSE,3,0.000388876,0.000579357,0.000579357,0.001056986,15,0.313658521,0,0,,
1455150143,_zzin,TRUE,FALSE,3,0.000687996,0.000565891,0.000565891,0.001000159,15,0.317375096,0,0,,
1626761800,mkeh4333,TRUE,FALSE,3,0.000409431,0.000564431,0.000564431,0.000954697,15,0.311151392,0,0,,
492685462,0228o_o,TRUE,FALSE,3,0.000406554,0.000551518,0.000551518,0.000895597,15,0.326460194,2,0.005076142,,
3003975072,ri.ri.mam1619,TRUE,FALSE,3,0.000356672,0.000530326,0.000530326,0.000997886,15,0.325151299,1,0.002277904,,
4032353472,hisuging,TRUE,FALSE,3,0.000340516,0.000524148,0.000524148,0.000970609,15,0.313187461,0,0,,
8841064,fidess80,TRUE,FALSE,3,0.000355969,0.000519304,0.000519304,0.000970609,15,0.325586429,0,0,,
1058025309,sujinppppppp,TRUE,FALSE,3,0.000372625,0.000486029,0.000486029,0.000756939,15,0.319144459,0,0,,
1264318311,hye_0_130,TRUE,FALSE,3,0.00034946,0.000482806,0.000482806,0.000806947,15,0.310720893,0,0,,
2037522841,yoon__topia,TRUE,FALSE,3,0.000341869,0.000478159,0.000478159,0.000843316,15,0.311816032,0,0,,
1406640299,rovelybebe,TRUE,FALSE,3,0.000343421,0.000476957,0.000476957,0.000827404,15,0.320159394,0,0,,
1302660196,w_ji_s2_m_jh,TRUE,FALSE,3,0.000319399,0.00045793,0.00045793,0.000770577,15,0.310192681,0,0,,
2332843464,95._.eun,TRUE,FALSE,3,0.000319568,0.000448425,0.000448425,0.000813766,15,0.311849339,0,0,,
1622107804,hoony038022,TRUE,FALSE,3,0.000338495,0.000425949,0.000425949,0.000722842,15,0.334233945,3,0.009433962,,
44676989772,2ve_moment,TRUE,FALSE,3,0.000297353,0.000402405,0.000402405,0.00064783,15,0.318239973,0,0,,
1438088378,luv__ssol,TRUE,FALSE,3,0.000276272,0.000391207,0.000391207,0.00067738,15,0.310985674,0,0,,
2123753229,k_nanyoung,TRUE,FALSE,3,0.000287168,0.000384789,0.000384789,0.000606915,15,0.308879974,0,0,,
3990916478,jjji._.i,TRUE,FALSE,3,0.00026949,0.000377763,0.000377763,0.000641011,15,0.309995064,0,0,,
3988331608,tir_8888,TRUE,FALSE,3,0.000214126,0.000366183,0.000366183,0.000700111,15,0.312316379,0,0,,
1294366257,_naeun915,TRUE,FALSE,3,0.002033185,0.000362471,0.000362471,0.000636465,15,0.299285855,0,0,,
404881444,from_hayun,TRUE,FALSE,3,0.000182447,0.000336103,0.000336103,0.000700111,15,0.33952012,1,0.003246753,,
1313350680,2_jihye87,TRUE,FALSE,3,0.000322607,0.000305239,0.000305239,0.000520537,15,0.309600584,0,0,,
1476737695,_hyuna123,TRUE,FALSE,3,0.001123894,0.000298603,0.000298603,0.000513718,15,0.297881187,0,0,,
1476411294,2youxx__,TRUE,FALSE,3,0.000135004,0.000274255,0.000274255,0.000568272,15,0.30282476,0,0,,
208873684,88bbong,FALSE,FALSE,3,0.010025596,0.000100748,0.000100748,0.000311413,15,0.419111902,137,1,387367,2.60085E-10
10220573320,tirtir_official,FALSE,FALSE,3,0.005714118,8.07E-05,8.07E-05,0.00025004,15,0.414883261,110,1,172493,4.67903E-10
51897029197,tirlife.official,FALSE,FALSE,3,0.000417171,4.17E-05,4.17E-05,0.000131839,15,0.379850834,58,1,7614,5.47188E-09
50340308131,tirtir_innerbeauty,FALSE,FALSE,3,0.000625768,3.81E-05,3.81E-05,0.000118201,15,0.377444539,52,1,10425,3.65073E-09
630518753,imvely_jihyun,FALSE,FALSE,3,0.000476331,3.12E-05,3.12E-05,0.000102289,15,0.379357265,45,1,682842,4.57482E-11
1809920716,kumajaewoo,FALSE,FALSE,3,0.000707805,2.97E-05,2.97E-05,9.55E-05,15,0.390573045,42,1,1889290,1.57393E-11
4587043672,kongkong2_kim,FALSE,FALSE,3,0.000330156,2.58E-05,2.58E-05,8.18E-05,15,0.382137894,36,1,980903,2.62652E-11
53438241123,postessay.official,FALSE,FALSE,3,0.000230385,2.55E-05,2.55E-05,7.96E-05,15,0.356431878,35,1,6454,3.95112E-09
1387594988,pu___reum,FALSE,FALSE,3,0.000170256,2.50E-05,2.50E-05,7.96E-05,15,0.324681218,35,1,496396,5.03577E-11
985994902,he11o_yeojin,FALSE,FALSE,3,0.000446752,2.47E-05,2.47E-05,8.18E-05,15,0.363986225,36,1,235003,1.05192E-10
258801220,nayoungkeem,FALSE,FALSE,3,0.000184275,2.38E-05,2.38E-05,7.96E-05,15,0.362314906,35,1,1552797,1.52959E-11
8980876274,hajunmom_daily,FALSE,FALSE,3,0.000850495,2.35E-05,2.35E-05,7.50E-05,15,0.374155262,33,1,572715,4.10519E-11
372775239,iammingki,FALSE,FALSE,3,0.000227098,2.35E-05,2.35E-05,7.50E-05,15,0.332862104,33,1,2299328,1.02059E-11
44422738367,foryou_home87,FALSE,FALSE,3,0.000293033,2.34E-05,2.34E-05,7.73E-05,15,0.381140145,34,1,480874,4.86276E-11
1507979106,skuukzky,FALSE,FALSE,3,0.000157372,2.34E-05,2.34E-05,7.50E-05,15,0.368860835,33,1,20348175,1.14877E-12
301432357,r_yuhyeju,FALSE,FALSE,3,0.000313403,2.28E-05,2.28E-05,7.05E-05,15,0.318101276,31,1,851089,2.68415E-11
1701187018,kyo1122,FALSE,FALSE,3,0.000152416,2.15E-05,2.15E-05,7.27E-05,15,0.37661681,32,1,17759385,1.20794E-12
10486732740,casa_rim,FALSE,FALSE,3,0.000352658,2.11E-05,2.11E-05,6.82E-05,15,0.378570217,30,1,545495,3.86612E-11
705183719,my.o_,FALSE,FALSE,3,0.000132965,2.05E-05,2.05E-05,6.59E-05,15,0.330712903,29,1,527380,3.88433E-11
2019787654,hyunheehong,FALSE,FALSE,3,0.000185822,2.03E-05,2.03E-05,6.82E-05,15,0.372341986,30,1,822146,2.46723E-11
1398457812,hairstyle_jihye,FALSE,FALSE,3,0.000246569,2.00E-05,2.00E-05,6.36E-05,15,0.358576948,28,1,444545,4.50386E-11
1206099178,hyejung_belle,FALSE,FALSE,3,0.00036916,1.97E-05,1.97E-05,6.36E-05,15,0.380742503,28,1,357982,5.49279E-11
7140177628,jennierubyjane,FALSE,FALSE,3,0.000217877,1.96E-05,1.96E-05,6.36E-05,15,0.317928075,28,1,86140686,2.27321E-13
988637475,bn_sj2013,FALSE,FALSE,3,8.45E-05,1.92E-05,1.92E-05,6.36E-05,15,0.355650324,28,1,25780527,7.44692E-13
1349634433,ggumigi,FALSE,FALSE,3,0.000163103,1.91E-05,1.91E-05,6.14E-05,15,0.380296146,27,1,871070,2.19337E-11
8042334989,dooly_bebe,FALSE,FALSE,3,0.00020154,1.89E-05,1.89E-05,5.91E-05,15,0.362765098,26,1,21301,8.88508E-10
1584172338,yejinhand,FALSE,FALSE,3,9.14E-05,1.88E-05,1.88E-05,6.36E-05,15,0.355520398,28,1,8921005,2.10746E-12
573847572,wonlog,FALSE,FALSE,3,0.000100414,1.79E-05,1.79E-05,5.91E-05,15,0.325477537,26,1,555705,3.21408E-11
514637536,kieunse,FALSE,FALSE,3,0.000237433,1.75E-05,1.75E-05,5.68E-05,15,0.367468032,25,1,808465,2.17035E-11
2070523354,yeomi.travel,FALSE,FALSE,3,0.00023106,1.74E-05,1.74E-05,5.46E-05,15,0.35513119,24,1,1449249,1.19992E-11
1542457244,todayhouse,FALSE,FALSE,3,4.92E-05,1.71E-05,1.71E-05,5.46E-05,15,0.351285466,24,1,1324003,1.29269E-11
2896545706,seonho__kim,FALSE,FALSE,3,7.35E-05,1.65E-05,1.65E-05,5.46E-05,15,0.362090228,24,1,9785099,1.68802E-12
1244405915,yujin_so,FALSE,FALSE,3,9.66E-05,1.64E-05,1.64E-05,5.46E-05,15,0.364987312,24,1,967674,1.69134E-11
634390128,ch.yoooon,FALSE,FALSE,3,0.000162793,1.63E-05,1.63E-05,5.00E-05,15,0.349770398,22,1,1184500,1.3733E-11
2068916050,im_jasson,FALSE,FALSE,3,9.59E-05,1.62E-05,1.62E-05,5.23E-05,15,0.35897375,23,1,595663,2.7167E-11
49099435510,mari__ettle,FALSE,FALSE,3,8.84E-05,1.60E-05,1.60E-05,5.23E-05,15,0.373580744,23,1,357882,4.4726E-11
2291438639,insight.co.kr,FALSE,FALSE,3,9.04E-05,1.59E-05,1.59E-05,5.23E-05,15,0.359194576,23,1,996561,1.60018E-11
3934264432,shinyoung_h,FALSE,FALSE,3,8.03E-05,1.57E-05,1.57E-05,5.00E-05,15,0.360792574,22,1,803494,1.94852E-11
46032149693,1min_cook,FALSE,FALSE,3,8.44E-05,1.55E-05,1.55E-05,5.00E-05,15,0.357698298,22,1,871738,1.78182E-11
65051971324,jihyehome.daily,FALSE,FALSE,3,0.000115854,1.54E-05,1.54E-05,5.00E-05,15,0.35221782,22,1,112270,1.37379E-10
19192373,yj_loves,FALSE,FALSE,3,9.36E-05,1.52E-05,1.52E-05,5.00E-05,15,0.35778597,22,1,805841,1.88743E-11
1586791100,mayersung,FALSE,FALSE,3,7.84E-05,1.51E-05,1.51E-05,5.00E-05,15,0.349435489,22,1,608380,2.48195E-11
1148594617,wooju1025,FALSE,FALSE,3,4.03E-05,1.51E-05,1.51E-05,5.00E-05,15,0.343676693,22,1,1651833,9.13051E-12
1714071113,eden_table,FALSE,FALSE,3,3.74E-05,1.50E-05,1.50E-05,4.77E-05,15,0.360926383,21,1,1096555,1.36653E-11
766133150,calin_khj,FALSE,FALSE,3,6.42E-05,1.49E-05,1.49E-05,5.00E-05,15,0.364804887,22,1,326369,4.58035E-11
695995017,chanelofficial,FALSE,FALSE,3,3.04E-05,1.49E-05,1.49E-05,5.00E-05,15,0.324789577,22,1,60164660,2.46874E-13
2227597946,heididrinkslove,FALSE,FALSE,3,0.000165903,1.47E-05,1.47E-05,4.55E-05,15,0.357917557,20,1,326013,4.49727E-11
204856341,banyoonhee,FALSE,FALSE,3,4.92E-05,1.47E-05,1.47E-05,4.77E-05,15,0.308520925,21,1,593372,2.47007E-11
1212660477,from.dew_,FALSE,TRUE,3,3.93E-05,1.46E-05,1.46E-05,4.77E-05,15,0.3724845,21,1,300481,4.86107E-11
6686460353,eatmother,FALSE,FALSE,3,0.001195489,1.45E-05,1.45E-05,4.55E-05,15,0.383593944,19,0.95,631393,2.30361E-11
1692800026,dlwlrma,FALSE,FALSE,3,0.000678621,1.45E-05,1.45E-05,4.55E-05,15,0.369654787,20,1,32640098,4.45268E-13
436008312,yoomth,FALSE,FALSE,3,3.76E-05,1.45E-05,1.45E-05,4.77E-05,15,0.309174363,21,1,582153,2.48526E-11
3228767495,limitedoudou_official,FALSE,FALSE,3,3.60E-05,1.44E-05,1.44E-05,4.77E-05,15,0.33952012,21,1,312325,4.62308E-11
331037905,hansstyle_hanna,FALSE,TRUE,3,6.76E-05,1.42E-05,1.42E-05,4.77E-05,15,0.318622014,21,1,278597,5.09884E-11
602222889,minsshop_jm,FALSE,FALSE,3,7.46E-05,1.42E-05,1.42E-05,4.55E-05,15,0.302605049,20,1,260566,5.44655E-11
1832489610,kkachi99,FALSE,FALSE,3,6.35E-05,1.40E-05,1.40E-05,4.55E-05,15,0.344569044,20,1,1068129,1.31108E-11
4329481630,twoel_official,FALSE,FALSE,3,9.17E-05,1.40E-05,1.40E-05,4.55E-05,15,0.313053132,20,1,184387,7.56707E-11
2069272512,mrs_macarons,FALSE,FALSE,3,6.95E-05,1.38E-05,1.38E-05,4.55E-05,15,0.353411634,20,1,1250095,1.10394E-11
1249582605,__haeppy,FALSE,FALSE,3,6.32E-05,1.36E-05,1.36E-05,4.32E-05,15,0.342427107,19,1,1307739,1.04065E-11
1189507169,withnami,FALSE,FALSE,3,4.85E-05,1.36E-05,1.36E-05,4.55E-05,15,0.335231773,20,1,278279,4.8783E-11
902382057,minyoung_aori,FALSE,FALSE,3,0.000291198,1.36E-05,1.36E-05,4.32E-05,15,0.320089191,19,1,610062,2.22521E-11
1610809238,kosoyoung_official,FALSE,FALSE,3,4.66E-05,1.35E-05,1.35E-05,4.55E-05,15,0.340271971,20,1,324689,4.16346E-11
1414625161,216jung,FALSE,FALSE,3,7.62E-05,1.35E-05,1.35E-05,4.55E-05,15,0.347232815,20,1,1068153,1.26484E-11
196378455,xxxibgdrgn,FALSE,FALSE,3,3.11E-05,1.35E-05,1.35E-05,4.55E-05,15,0.341346137,20,1,23878607,5.64441E-13
1043331955,okdongja1004,FALSE,FALSE,3,8.05E-05,1.34E-05,1.34E-05,4.32E-05,15,0.343474531,19,1,818703,1.64073E-11
341721279,rovvxhyo,FALSE,FALSE,3,6.47E-05,1.34E-05,1.34E-05,4.55E-05,15,0.349896154,20,1,3071670,4.37215E-12
1411429624,sjingg_,FALSE,FALSE,3,0.000204529,1.32E-05,1.32E-05,4.32E-05,15,0.356606023,19,1,252799,5.22085E-11
2006703249,maisondechance_official,FALSE,FALSE,3,0.000143474,1.31E-05,1.31E-05,4.32E-05,15,0.363850138,19,1,298764,4.4014E-11
4178952358,habom_official,FALSE,FALSE,3,0.000130075,1.30E-05,1.30E-05,4.09E-05,15,0.359814335,18,1,283384,4.58284E-11
